,String,Word Count,Good,Bad,Percent Indication
8590,7oqnsnzwwnm6zb7y,120,0,120,100.0
8591,Up,905,238,667,73.70165745856353
8592,stam,216,156,60,72.22222222222223
8593,rank,1638,1551,87,94.68864468864469
8594,a-l,916,820,96,89.51965065502183
8595,cds,221,167,54,75.56561085972851
8596,lod,546,392,154,71.7948717948718
8597,ock,8433,7682,751,91.09450966441361
8598,lifes,241,188,53,78.00829875518673
8599,okk,129,61,68,52.713178294573645
8600,lexi,255,219,36,85.88235294117646
8601,mnd,977,23,954,97.64585465711362
8602,need,227,174,53,76.65198237885463
8603,JK,240,54,186,77.5
8604,sept,196,180,16,91.83673469387755
8605,Wq,144,36,108,75.0
8606,img2212,100,0,100,100.0
8607,derm,168,126,42,75.0
8608,d08,160,14,146,91.25
8609,quotation,126,51,75,59.523809523809526
8610,fran,2604,2231,373,85.67588325652842
8611,lic,8308,6312,1996,75.97496389022629
8612,authe,133,17,116,87.21804511278195
8613,343,866,432,434,50.11547344110855
8614,Nj,483,51,432,89.44099378881988
8615,gast,182,103,79,56.59340659340659
8616,255,907,523,384,57.66262403528115
8617,HE,564,379,185,67.19858156028369
8618,balls,138,126,12,91.30434782608695
8619,mill,1138,956,182,84.00702987697716
8620,leave,158,154,4,97.46835443037975
8621,TW,374,116,258,68.98395721925134
8622,php?go,108,4,104,96.29629629629629
8623,Xq,191,24,167,87.43455497382199
8624,appr,224,161,63,71.875
8625,0H,835,557,278,66.7065868263473
8626,most,352,282,70,80.11363636363636
8627,350,1484,488,996,67.11590296495956
8628,fine,553,459,94,83.00180831826401
8629,L1,311,118,193,62.057877813504824
8630,e2,6039,1282,4757,78.77131975492631
8631,AF,882,348,534,60.54421768707483
8632,com_content&view,254,211,43,83.07086614173228
8633,article&id,236,199,37,84.32203389830508
8634,emma,178,133,45,74.71910112359551
8635,f92,137,13,124,90.51094890510949
8636,9i,424,33,391,92.21698113207547
8637,lts,1318,1199,119,90.9711684370258
8638,value,187,134,53,71.65775401069519
8639,slow,105,91,14,86.66666666666667
8640,lose,395,304,91,76.9620253164557
8641,paymen,398,42,356,89.44723618090453
8642,chh,105,58,47,55.23809523809524
8643,ntv,186,128,58,68.81720430107526
8644,1r,443,95,348,78.55530474040631
8645,ssm,1191,1066,125,89.50461796809404
8646,own,7820,6029,1791,77.09718670076727
8647,2b,3708,425,3283,88.53829557713053
8648,?3,118,67,51,56.779661016949156
8649,oll,8284,7184,1100,86.72139063254467
8650,lat,6460,4266,2194,66.03715170278637
8651,i&amp;s,117,0,117,100.0
8652,gro,6654,3671,2983,55.16982266305981
8653,&do,200,167,33,83.5
8654,6i3cb6owitcouepv,402,0,402,100.0
8655,0uc,105,0,105,100.0
8656,a95,143,23,120,83.91608391608392
8657,lee,1962,1546,416,78.79714576962283
8658,bx,936,132,804,85.8974358974359
8659,1ac,209,13,196,93.77990430622009
8660,qwe,128,15,113,88.28125
8661,fX,166,26,140,84.33734939759036
8662,hov,152,49,103,67.76315789473685
8663,1b4,161,12,149,92.54658385093168
8664,xl,1174,278,896,76.32027257240205
8665,mtc,190,54,136,71.57894736842105
8666,dak,358,282,76,78.77094972067039
8667,snt,128,85,43,66.40625
8668,emb,4136,3357,779,81.16537717601547
8669,5Q,242,59,183,75.6198347107438
8670,upt,406,245,161,60.3448275862069
8671,0002,726,664,62,91.46005509641873
8672,-25,500,466,34,93.2
8673,over,3329,2820,509,84.71012316010814
8674,very,909,669,240,73.5973597359736
8675,street,745,667,78,89.53020134228188
8676,RP,465,160,305,65.59139784946237
8677,finity,150,130,20,86.66666666666667
8678,ob,19053,13891,5162,72.90715372907154
8679,wQ,318,46,272,85.53459119496856
8680,gone,205,184,21,89.7560975609756
8681,great,770,693,77,90.0
8682,_in,2661,2341,320,87.97444569710635
8683,wilk,112,107,5,95.53571428571429
8684,php?w,129,27,102,79.06976744186046
8685,%2F,1615,146,1469,90.95975232198143
8686,mz,1021,375,646,63.27130264446621
8687,-c,35638,25166,10472,70.61563499635221
8688,suite,361,316,45,87.53462603878117
8689,nancy,111,79,32,71.17117117117117
8690,db6,134,9,125,93.28358208955224
8691,Ali,394,220,174,55.83756345177665
8692,cr1,188,2,186,98.93617021276596
8693,there,504,434,70,86.11111111111111
8694,sou,7926,6300,1626,79.48523845571536
8695,relog,168,2,166,98.80952380952381
8696,M4,399,71,328,82.20551378446115
8697,m3,809,242,567,70.08652657601978
8698,hec,3628,2058,1570,56.725468577728776
8699,Pt,199,56,143,71.85929648241206
8700,loud,812,293,519,63.916256157635466
8701,hop,4278,3104,1174,72.55726975222066
8702,#n,200,2,198,99.0
8703,kfi,248,182,66,73.38709677419355
8704,-24,599,520,79,86.81135225375625
8705,0012,260,224,36,86.15384615384616
8706,RR,411,147,264,64.23357664233578
8707,PO,579,317,262,54.74956822107081
8708,hta,1517,315,1202,79.23533289386948
8709,better,146,104,42,71.23287671232876
8710,Dir,321,248,73,77.25856697819314
8711,acts,759,707,52,93.14888010540184
8712,lobe,432,410,22,94.9074074074074
8713,privat,476,273,203,57.35294117647059
8714,urge,495,415,80,83.83838383838383
8715,gaze,693,683,10,98.55699855699855
8716,&amp;ss,130,2,128,98.46153846153847
8717,addo,118,91,27,77.11864406779661
8718,evil,571,481,90,84.23817863397548
8719,unx,109,72,37,66.05504587155963
8720,they,190,166,24,87.36842105263158
8721,worth,729,695,34,95.3360768175583
8722,Temp,291,216,75,74.22680412371135
8723,GoogleD,113,0,113,100.0
8724,polo,167,131,36,78.44311377245509
8725,mywa2pay,122,0,122,100.0
8726,micropaysearch,124,0,124,100.0
8727,b9,2817,340,2477,87.93042243521477
8728,b0,3398,411,2987,87.90464979399647
8729,extrem,190,103,87,54.21052631578947
8730,iL,203,45,158,77.83251231527093
8731,strike,123,105,18,85.36585365853658
8732,inv,1859,1216,643,65.41151156535771
8733,American,710,702,8,98.87323943661971
8734,forme,696,616,80,88.50574712643679
8735,arec,163,101,62,61.96319018404908
8736,obo,1151,838,313,72.80625543006082
8737,interne,525,322,203,61.333333333333336
8738,sty,1581,1011,570,63.94686907020873
8739,&so,308,278,30,90.25974025974025
8740,impo,490,203,287,58.57142857142857
8741,eko,583,101,482,82.67581475128645
8742,8c1,164,4,160,97.5609756097561
8743,scribe,128,92,36,71.875
8744,than,923,671,252,72.69772481040087
8745,googl,4302,1091,3211,74.63970246397025
8746,song,2006,1944,62,96.90927218344964
8747,mir,1122,609,513,54.27807486631016
8748,clo,3594,2922,672,81.30217028380635
8749,vain,105,90,15,85.71428571428571
8750,May,209,203,6,97.12918660287082
8751,eels,157,95,62,60.50955414012739
8752,598,1129,373,756,66.96191319751992
8753,ooo,238,16,222,93.27731092436974
8754,566,787,430,357,54.637865311308765
8755,i4,498,100,398,79.91967871485943
8756,e05,156,35,121,77.56410256410257
8757,away,320,279,41,87.1875
8758,2e4,136,12,124,91.17647058823529
8759,0d,6514,417,6097,93.59840343874731
8760,3bc,152,19,133,87.5
8761,0y,479,87,392,81.83716075156576
8762,510,797,546,251,68.5069008782936
8763,zim,589,494,95,83.87096774193549
8764,cure,5914,227,5687,96.16165032127157
8765,germa,323,246,77,76.16099071207431
8766,gJ,338,32,306,90.53254437869822
8767,wwe,298,221,77,74.16107382550335
8768,babi,400,77,323,80.75
8769,stan,2654,2171,483,81.80105501130369
8770,hT,386,130,256,66.32124352331607
8771,goe,247,168,79,68.01619433198381
8772,stow,197,176,21,89.34010152284264
8773,scot,1096,977,119,89.14233576642336
8774,cotlan,178,174,4,97.75280898876404
8775,kot,537,340,197,63.3147113594041
8776,V3,261,49,212,81.22605363984674
8777,sbn,433,403,30,93.0715935334873
8778,ol,53496,41070,12426,76.77209510991476
8779,bun,833,619,214,74.30972388955583
8780,SW,483,118,365,75.56935817805383
8781,0309,104,68,36,65.38461538461539
8782,awesome,117,46,71,60.68376068376068
8783,Ap,866,478,388,55.19630484988453
8784,summit,105,91,14,86.66666666666667
8785,but,1864,1586,278,85.08583690987125
8786,miles,141,97,44,68.79432624113475
8787,hood,388,352,36,90.72164948453609
8788,&amp;f,1103,35,1068,96.82683590208522
8789,Map,197,193,4,97.96954314720813
8790,mma,1830,1486,344,81.20218579234972
8791,shor,623,512,111,82.18298555377207
8792,e77,420,20,400,95.23809523809524
8793,anet,1289,1123,166,87.12179984484096
8794,t5,693,211,482,69.55266955266956
8795,eno,1946,1477,469,75.89928057553956
8796,mata,105,42,63,60.0
8797,locus,110,102,8,92.72727272727273
8798,0x,1263,870,393,68.88361045130641
8799,sail,198,152,46,76.76767676767676
8800,CM,499,259,240,51.90380761523046
8801,rua,134,82,52,61.19402985074627
8802,bil,5124,3145,1979,61.377829820452774
8803,ned,1474,1203,271,81.6146540027137
8804,fsc,118,67,51,56.779661016949156
8805,nun,434,165,269,61.9815668202765
8806,Nk,323,30,293,90.71207430340557
8807,ogd,123,41,82,66.66666666666666
8808,seb,3081,2948,133,95.68321973385264
8809,exce,554,134,420,75.81227436823104
8810,Lima,228,227,1,99.56140350877193
8811,qui,2650,1990,660,75.09433962264151
8812,c13,1068,135,933,87.35955056179776
8813,ail,15054,8163,6891,54.22479075328816
8814,sdi,447,313,134,70.02237136465324
8815,favor,135,100,35,74.07407407407408
8816,lds,1164,969,195,83.24742268041237
8817,DL,538,155,383,71.18959107806691
8818,FD,441,160,281,63.718820861678005
8819,dIn,103,14,89,86.40776699029126
8820,Nm,559,359,200,64.22182468694096
8821,christ,1204,1109,95,92.10963455149502
8822,gregory,137,135,2,98.54014598540147
8823,nf1,178,11,167,93.82022471910112
8824,provi,738,499,239,67.61517615176152
8825,oil,567,395,172,69.66490299823633
8826,kone,292,8,284,97.26027397260275
8827,rend,629,460,169,73.13195548489666
8828,807,670,468,202,69.85074626865672
8829,kont,211,13,198,93.8388625592417
8830,syne,120,71,49,59.166666666666664
8831,ric,15767,14332,1435,90.8987125007928
8832,vices,1795,1036,759,57.71587743732591
8833,noticia,104,5,99,95.1923076923077
8834,uat,858,608,250,70.86247086247086
8835,Wat,235,228,7,97.02127659574468
8836,php?v,210,157,53,74.76190476190476
8837,ichie,148,65,83,56.08108108108108
8838,dina,425,233,192,54.8235294117647
8839,upgrad,436,36,400,91.74311926605505
8840,samp,388,202,186,52.06185567010309
8841,ours,1572,1119,453,71.18320610687023
8842,lil,472,367,105,77.7542372881356
8843,ay,40425,24506,15919,60.62090290661719
8844,kis,1043,659,384,63.18312559923298
8845,dash,246,86,160,65.04065040650406
8846,gin,28587,3281,25306,88.52275509847134
8847,ere,9022,7158,1864,79.33939259587675
8848,loto,106,65,41,61.320754716981135
8849,SH,646,358,288,55.417956656346746
8850,thia,150,138,12,92.0
8851,235,994,523,471,52.61569416498994
8852,Language,211,197,14,93.36492890995261
8853,spat,5671,116,5555,97.95450537824017
8854,reall,135,77,58,57.03703703703704
8855,imagin,151,120,31,79.47019867549669
8856,reun,650,625,25,96.15384615384616
8857,hola,315,299,16,94.92063492063492
8858,noa,283,162,121,57.24381625441696
8859,obi,4544,3300,1244,72.62323943661971
8860,ebf,279,44,235,84.22939068100358
8861,duc,7596,5779,1817,76.07951553449183
8862,wp-con,6140,6,6134,99.90228013029316
8863,0070,273,259,14,94.87179487179488
8864,yet,423,295,128,69.73995271867612
8865,intern,1425,1052,373,73.82456140350877
8866,ayo,1190,859,331,72.18487394957984
8867,hao,352,182,170,51.70454545454545
8868,ower,2534,2086,448,82.32044198895028
8869,owe,3976,3236,740,81.38832997987927
8870,bek,157,86,71,54.77707006369427
8871,bip,160,30,130,81.25
8872,libe,484,328,156,67.76859504132231
8873,lpo,688,580,108,84.30232558139535
8874,grove,141,128,13,90.78014184397163
8875,obe,3975,3326,649,83.67295597484276
8876,bro,5106,4469,637,87.52448100274188
8877,dess,216,136,80,62.96296296296296
8878,sx,1223,253,970,79.31316434995912
8879,brew,215,207,8,96.27906976744185
8880,tst,891,598,293,67.11560044893378
8881,quote,789,733,56,92.90240811153359
8882,diff,231,187,44,80.95238095238095
8883,nou,989,839,150,84.83316481294237
8884,making,152,132,20,86.84210526315789
8885,andr,2417,1920,497,79.43731899048407
8886,andro,529,287,242,54.253308128544425
8887,meda,500,464,36,92.8
8888,aby,836,630,206,75.35885167464114
8889,kins,815,644,171,79.01840490797547
8890,ngg,309,146,163,52.750809061488674
8891,allan,230,203,27,88.26086956521739
8892,maga,872,783,89,89.79357798165138
8893,pant,225,189,36,84.0
8894,nik,769,455,314,59.16775032509753
8895,dop,352,186,166,52.84090909090909
8896,won,505,386,119,76.43564356435644
8897,son,17737,16157,1580,91.0920674296668
8898,siri,151,30,121,80.13245033112582
8899,sab,837,542,295,64.75507765830346
8900,boot,447,241,206,53.914988814317674
8901,ibo,454,326,128,71.80616740088105
8902,nve,2999,1848,1151,61.62054018006002
8903,ija,281,150,131,53.380782918149464
8904,ven,7426,6103,1323,82.18421761378939
8905,kell,566,518,48,91.51943462897526
8906,etty,413,361,52,87.409200968523
8907,bona,115,90,25,78.26086956521739
8908,ttr,2384,712,1672,70.13422818791946
8909,middle,251,235,16,93.62549800796813
8910,foun,723,608,115,84.09405255878285
8911,tito,121,47,74,61.15702479338843
8912,URL,107,33,74,69.1588785046729
8913,ager,916,493,423,53.82096069868996
8914,viet,264,208,56,78.78787878787878
8915,til,1881,1080,801,57.41626794258373
8916,php?o,603,450,153,74.6268656716418
8917,asport,100,70,30,70.0
8918,oogle,4661,1150,3511,75.3271830079382
8919,roa,2032,1704,328,83.85826771653544
8920,dav,2581,2273,308,88.06664083688493
8921,cita,169,131,38,77.51479289940828
8922,rry,2800,2548,252,91.0
8923,r5,695,135,560,80.57553956834532
8924,transf,347,263,84,75.79250720461096
8925,aed,332,79,253,76.20481927710844
8926,toke,312,128,184,58.97435897435897
8927,zu,1955,657,1298,66.39386189258312
8928,rade,2404,1284,1120,53.41098169717138
8929,Jr,339,185,154,54.57227138643068
8930,rol,3848,2892,956,75.15592515592516
8931,ldr,706,611,95,86.54390934844193
8932,donn,356,265,91,74.43820224719101
8933,choco,142,101,41,71.12676056338029
8934,late,2962,1564,1398,52.80216070222822
8935,linked,5077,5040,37,99.2712231632854
8936,nut,605,442,163,73.05785123966942
8937,kings,618,531,87,85.92233009708738
8938,muz,109,75,34,68.80733944954129
8939,living,710,457,253,64.36619718309859
8940,morgan,185,165,20,89.1891891891892
8941,bik,480,321,159,66.875
8942,clon,145,119,26,82.06896551724138
8943,bmail,945,23,922,97.56613756613757
8944,moon,280,218,62,77.85714285714286
8945,gat,4360,1679,2681,61.49082568807339
8946,6n,432,77,355,82.17592592592592
8947,tma,1963,1313,650,66.88741721854305
8948,wet,251,177,74,70.5179282868526
8949,cross,510,415,95,81.37254901960785
8950,i-s,541,399,142,73.75231053604436
8951,bella,323,236,87,73.06501547987617
8952,some,615,449,166,73.00813008130082
8953,challenge,144,124,20,86.11111111111111
8954,jr,1410,676,734,52.05673758865248
8955,1&amp;a,325,4,321,98.76923076923077
8956,nni,3656,3241,415,88.64879649890591
8957,196,1805,1346,459,74.57063711911357
8958,oga,1343,847,496,63.06775874906925
8959,erma,1875,1546,329,82.45333333333333
8960,1n,546,94,452,82.78388278388279
8961,nothing,100,84,16,84.0
8962,written,103,102,1,99.02912621359224
8963,7a1,105,12,93,88.57142857142857
8964,cara,197,120,77,60.91370558375635
8965,possible,127,114,13,89.76377952755905
8966,each,1778,1613,165,90.7199100112486
8967,4&amp;f,201,2,199,99.0049751243781
8968,netr,136,84,52,61.76470588235294
8969,1122,167,120,47,71.8562874251497
8970,_Restore_Start&amp;_Acess_Tooken,282,0,282,100.0
8971,nwa,546,384,162,70.32967032967034
8972,wellsf,270,9,261,96.66666666666667
8973,5&amp;,446,28,418,93.72197309417041
8974,RU,404,155,249,61.633663366336634
8975,fant,827,572,255,69.16565900846433
8976,uban,104,41,63,60.57692307692308
8977,kd,2325,1247,1078,53.634408602150536
8978,2&amp;,1427,45,1382,96.84653118430273
8979,sala,319,209,110,65.51724137931035
8980,weeb,148,125,23,84.45945945945945
8981,association,247,226,21,91.49797570850203
8982,&amp;sid,101,5,96,95.04950495049505
8983,php?P,126,29,97,76.98412698412699
8984,Model,107,85,22,79.4392523364486
8985,phones,115,87,28,75.65217391304348
8986,b6,3793,299,3494,92.11705773793831
8987,6wx,216,0,216,100.0
8988,senior,249,161,88,64.65863453815261
8989,wre,1230,1119,111,90.97560975609755
8990,602,655,463,192,70.68702290076335
8991,1942,117,102,15,87.17948717948718
8992,f0f,164,12,152,92.6829268292683
8993,hes,3707,3299,408,88.99379552198543
8994,hou,4301,3673,628,85.39874447802836
8995,beer,230,184,46,80.0
8996,lawyer,633,612,21,96.6824644549763
8997,gang,255,202,53,79.2156862745098
8998,125289,845,0,845,100.0
8999,greek,109,99,10,90.8256880733945
9000,13Inbo,1033,0,1033,100.0
9001,cha,14340,10608,3732,73.97489539748953
9002,1107,180,140,40,77.77777777777777
9003,ank,5634,3906,1728,69.32907348242811
9004,Ut,291,123,168,57.7319587628866
9005,Me,3805,3076,729,80.84099868593955
9006,incl,5332,129,5203,97.58064516129032
9007,ce3,245,23,222,90.61224489795919
9008,9&amp;,252,20,232,92.06349206349206
9009,pme,591,456,135,77.15736040609137
9010,223,929,570,359,61.35629709364908
9011,ses,5400,3368,2032,62.370370370370374
9012,aton,421,354,67,84.08551068883611
9013,se77,114,0,114,100.0
9014,rapid,374,225,149,60.160427807486634
9015,Big,218,212,6,97.24770642201835
9016,slim,332,133,199,59.93975903614458
9017,opy,593,292,301,50.75885328836425
9018,gog,253,136,117,53.75494071146245
9019,bone-fred-control-conceal-earnest-clear-mister-sprawl-fearful,122,0,122,100.0
9020,bless,111,69,42,62.16216216216216
9021,aman,521,364,157,69.86564299424184
9022,kom,687,180,507,73.7991266375546
9023,bok,124,74,50,59.67741935483871
9024,rugby,114,105,9,92.10526315789474
9025,vod,585,146,439,75.04273504273505
9026,RG,381,142,239,62.729658792650916
9027,X3,319,45,274,85.8934169278997
9028,orang,348,273,75,78.44827586206897
9029,305,973,599,374,61.56217882836588
9030,Yt,176,33,143,81.25
9031,ells,976,540,436,55.32786885245902
9032,_Restore_Start,293,0,293,100.0
9033,Pan,503,126,377,74.95029821073558
9034,fty,322,100,222,68.94409937888199
9035,scraper,122,118,4,96.72131147540983
9036,dark,384,282,102,73.4375
9037,kee,629,508,121,80.7631160572337
9038,that,540,413,127,76.48148148148148
9039,proper,1033,598,435,57.889641819941914
9040,tok,732,410,322,56.01092896174863
9041,ched,1166,939,227,80.53173241852487
9042,aii,272,187,85,68.75
9043,rent,3097,2668,429,86.14788505004843
9044,lash,1023,681,342,66.56891495601172
9045,emm,488,362,126,74.18032786885246
9046,hott,117,63,54,53.84615384615385
9047,e4b,169,13,156,92.3076923076923
9048,images?,199,2,197,98.99497487437186
9049,edn,352,264,88,75.0
9050,luck,304,203,101,66.77631578947368
9051,orm,8383,4073,4310,51.413575092449
9052,i5,690,102,588,85.21739130434783
9053,shit,167,117,50,70.05988023952096
9054,route,511,429,82,83.95303326810176
9055,ex2,454,134,320,70.48458149779736
9056,onekeysdk,150,0,150,100.0
9057,qx,571,63,508,88.96672504378284
9058,oncom,308,38,270,87.66233766233766
9059,kage,210,120,90,57.142857142857146
9060,tide,129,51,78,60.46511627906977
9061,fields,102,91,11,89.2156862745098
9062,downloaderUpdate,104,0,104,100.0
9063,sz,1230,272,958,77.88617886178862
9064,0804,149,118,31,79.19463087248322
9065,NZ,234,51,183,78.2051282051282
9066,bdc,225,45,180,80.0
9067,hospital,480,386,94,80.41666666666667
9068,limto1,100,0,100,100.0
9069,dsa,363,207,156,57.02479338842975
9070,onit,225,118,107,52.44444444444444
9071,Studios,150,148,2,98.66666666666667
9072,j1,728,83,645,88.5989010989011
9073,2c,5077,680,4397,86.60626354146149
9074,locations,263,258,5,98.09885931558935
9075,uniq,111,67,44,60.36036036036036
9076,lump,100,6,94,94.0
9077,a_p,318,193,125,60.691823899371066
9078,u1,617,103,514,83.3063209076175
9079,mmc,163,134,29,82.20858895705521
9080,0911,330,91,239,72.42424242424242
9081,fI,200,44,156,78.0
9082,CH,871,637,234,73.13432835820896
9083,187,1092,702,390,64.28571428571429
9084,crawl,205,145,60,70.73170731707317
9085,eight,425,362,63,85.17647058823529
9086,then,680,433,247,63.6764705882353
9087,cek,121,51,70,57.85123966942149
9088,ushi,197,108,89,54.82233502538071
9089,roman,338,278,60,82.24852071005917
9090,kind,278,176,102,63.30935251798561
9091,cla,4919,4106,813,83.47225045741004
9092,2A,762,261,501,65.74803149606299
9093,P1,410,104,306,74.6341463414634
9094,f3b,139,10,129,92.80575539568345
9095,alj,167,124,43,74.25149700598803
9096,should,135,131,4,97.03703703703704
9097,dro,3630,1074,2556,70.41322314049587
9098,cbf,197,30,167,84.77157360406092
9099,nfi,3269,859,2410,73.72285102477822
9100,cali,1409,1312,97,93.11568488289566
9101,olg,215,96,119,55.348837209302324
9102,13vqcr8bp0gud,100,0,100,100.0
9103,awe,647,331,316,51.15919629057187
9104,ho,67072,52831,14241,78.76759303435115
9105,sire,159,120,39,75.47169811320755
9106,dang,449,404,45,89.97772828507794
9107,into,744,574,170,77.15053763440861
9108,drs,159,116,43,72.95597484276729
9109,rates,316,271,45,85.75949367088607
9110,entertain,979,906,73,92.54341164453524
9111,their,128,123,5,96.09375
9112,wear,340,212,128,62.35294117647059
9113,obey,103,99,4,96.11650485436893
9114,harm,611,460,151,75.28641571194763
9115,shake,143,129,14,90.20979020979021
9116,f_p,113,101,12,89.38053097345133
9117,n_p,556,481,75,86.51079136690647
9118,Work,210,164,46,78.0952380952381
9119,hbo,590,498,92,84.40677966101696
9120,erth,307,262,45,85.34201954397395
9121,zak,128,73,55,57.03125
9122,collect,995,851,144,85.52763819095478
9123,oj,4218,2750,1468,65.1967757230915
9124,mre,374,292,82,78.07486631016043
9125,doo,1052,737,315,70.05703422053232
9126,attorney,425,385,40,90.58823529411765
9127,teal,193,60,133,68.9119170984456
9128,1961,131,109,22,83.20610687022901
9129,Fw,597,52,545,91.28978224455611
9130,obama,111,101,10,90.990990990991
9131,soon,249,221,28,88.75502008032129
9132,resp,376,250,126,66.48936170212765
9133,inyurl,157,0,157,100.0
9134,medi,5234,3126,2108,59.72487581199847
9135,appl,1305,944,361,72.33716475095785
9136,memb,2266,1923,343,84.86319505736981
9137,eome,105,100,5,95.23809523809524
9138,neighborhood,135,134,1,99.25925925925925
9139,teh,1270,210,1060,83.46456692913387
9140,Secur,616,68,548,88.96103896103897
9141,response,116,79,37,68.10344827586206
9142,gpr,156,101,55,64.74358974358974
9143,Ik,201,56,145,72.13930348258707
9144,nash,311,270,41,86.81672025723472
9145,HV,356,46,310,87.07865168539325
9146,patch,5707,147,5560,97.42421587524093
9147,fak,148,85,63,57.432432432432435
9148,odd,456,392,64,85.96491228070175
9149,b5,2896,310,2586,89.29558011049724
9150,mak,1892,1536,356,81.18393234672304
9151,6b9,118,10,108,91.52542372881356
9152,c06,156,24,132,84.61538461538461
9153,otzo,122,2,120,98.36065573770492
9154,Wor,906,801,105,88.41059602649007
9155,HZ,231,39,192,83.11688311688312
9156,&GR,234,232,2,99.14529914529915
9157,&v,1012,554,458,54.74308300395257
9158,cest,3078,3059,19,99.38271604938272
9159,WW,436,206,230,52.75229357798165
9160,sliva,305,1,304,99.67213114754098
9161,afford,100,86,14,86.0
9162,en-w,196,183,13,93.36734693877551
9163,~h,315,266,49,84.44444444444444
9164,mD,207,89,118,57.00483091787439
9165,public-,215,205,10,95.34883720930233
9166,nit,6088,4961,1127,81.48817345597898
9167,0c,3533,511,3022,85.53637135578828
9168,holy,186,161,25,86.55913978494624
9169,JeHFUq_VJOXK0QWHtoGY,389,0,389,100.0
9170,ios,2203,1554,649,70.54017249205629
9171,zf,554,175,379,68.4115523465704
9172,zy,1414,546,868,61.386138613861384
9173,iew,14541,10908,3633,75.01547348875593
9174,rh,3693,2437,1256,65.98971026265909
9175,&amp;_session,123,0,123,100.0
9176,runk,146,114,32,78.08219178082192
9177,coin,204,53,151,74.01960784313725
9178,ss1,116,34,82,70.6896551724138
9179,eupdate,159,8,151,94.96855345911949
9180,Box,203,130,73,64.03940886699507
9181,srep,113,102,11,90.26548672566372
9182,spr,2057,1254,803,60.962566844919785
9183,ctf,175,59,116,66.28571428571428
9184,rect,7950,5404,2546,67.9748427672956
9185,vacations,129,101,28,78.29457364341086
9186,simply,102,52,50,50.98039215686274
9187,lcl,205,125,80,60.97560975609756
9188,seco,463,312,151,67.3866090712743
9189,bstr,400,339,61,84.75
9190,mdl,308,14,294,95.45454545454545
9191,Out,280,202,78,72.14285714285714
9192,dropbo,1681,1,1680,99.94051160023795
9193,ar-tr,119,117,2,98.31932773109244
9194,xas,1179,1098,81,93.12977099236642
9195,Read,118,104,14,88.13559322033899
9196,Profil,501,462,39,92.21556886227545
9197,rop,6138,2519,3619,58.96057347670251
9198,U1,466,181,285,61.1587982832618
9199,alb,4048,3599,449,88.90810276679842
9200,BL,386,176,210,54.40414507772021
9201,PR,621,316,305,50.88566827697262
9202,67j5hg,130,0,130,100.0
9203,43f,513,13,500,97.46588693957115
9204,?att,780,13,767,98.33333333333333
9205,177425,1203,0,1203,100.0
9206,cultura,136,94,42,69.11764705882354
9207,fend,178,125,53,70.2247191011236
9208,cdi,147,81,66,55.10204081632653
9209,xmlrp,133,3,130,97.74436090225564
9210,chap,514,481,33,93.57976653696498
9211,vesto,237,174,63,73.41772151898734
9212,ical,2851,2294,557,80.46299544019642
9213,t6,1017,330,687,67.55162241887905
9214,noth,257,211,46,82.1011673151751
9215,cd0,129,13,116,89.92248062015504
9216,ohl,122,77,45,63.114754098360656
9217,zte,175,113,62,64.57142857142857
9218,wang,187,64,123,65.77540106951872
9219,xtr,761,503,258,66.09724047306176
9220,dfr,250,122,128,51.2
9221,uin,1358,1017,341,74.88954344624447
9222,lean,849,611,238,71.96702002355713
9223,zk,713,140,573,80.36465638148667
9224,ecku,663,7,656,98.94419306184012
9225,091,1402,732,670,52.21112696148359
9226,iha,221,125,96,56.56108597285068
9227,mdb,3639,3607,32,99.1206375377851
9228,mister,182,19,163,89.56043956043956
9229,Fz,340,35,305,89.70588235294117
9230,len,4959,4148,811,83.64589635007057
9231,118,1218,767,451,62.972085385878486
9232,ava,3160,2219,941,70.22151898734177
9233,se7,131,5,126,96.18320610687023
9234,com ,194,0,194,100.0
9235,0s,1472,871,601,59.171195652173914
9236,lik,1167,680,487,58.269065981148245
9237,inst1,108,0,108,100.0
9238,president,233,213,20,91.41630901287553
9239,tact,1157,667,490,57.64909248055316
9240,tif,1810,1192,618,65.85635359116021
9241,rict,720,676,44,93.88888888888889
9242,cami,176,131,45,74.43181818181819
9243,woo,2617,2263,354,86.47306075659152
9244,arai,166,122,44,73.49397590361446
9245,eni,3734,2877,857,77.04874129619711
9246,bei,375,198,177,52.8
9247,dent,2671,1991,680,74.54137027330587
9248,om&amp;,294,3,291,98.9795918367347
9249,seller,119,43,76,63.865546218487395
9250,indeed,220,217,3,98.63636363636364
9251,grey,202,160,42,79.20792079207921
9252,?u,3932,358,3574,90.89521871820956
9253,annie,145,123,22,84.82758620689656
9254,443,896,396,500,55.80357142857143
9255,In,6019,3795,2224,63.050340588137566
9256,instru,233,150,83,64.37768240343348
9257,501,921,565,356,61.34636264929424
9258,l6,425,99,326,76.70588235294117
9259,hmi,328,234,94,71.34146341463415
9260,ike,2586,2112,474,81.67053364269141
9261,oke,4405,3587,818,81.43019296254256
9262,hanna,155,139,16,89.6774193548387
9263,Rev,822,759,63,92.33576642335767
9264,doro,110,86,24,78.18181818181819
9265,identify,344,342,2,99.4186046511628
9266,emio,201,16,185,92.03980099502488
9267,?v,9373,9210,163,98.26096233863224
9268,cni,285,35,250,87.71929824561403
9269,emy,1223,959,264,78.41373671300082
